Count,epoch,batch_size,lr,dropout,weight_decay,mse,rmse,mae,mad,mape,r2,r2_adjusted,rmsle,preprocessing_method,decomposition_method,Time
1,487,128,[0.001 1e-05 1e-07],0.2,1e-06,19.717778678224963,4.4404705469381245,2.86853988123875,1.8614793777465817,11.750048585203873,0.8115522854411653,0.783713418517701,0.15688453241565506,Standardazation,PCA,1.1097571849822998
