epoch,batch_size,lr,hidden_layer_number,hidden_neurons,mse,rmse,mae,r2,is_standard,is_PCA
10000,256,0.0001,3,[128 64 32],18.689875095899964,4.323178818404342,3.211296683666752,0.8213762156128688,False,False
10000,512,0.0001,3,[128 64 32],12.05544697293921,3.472095472900941,2.509214221729952,0.8847830951391868,False,False
