Count,epoch,batch_size,lr,dropout,hidden_size,hidden_size,activate function,mse,rmse,mae,mape,r2,r2_adjusted,rmsle,is_standard,Dimensionality_reduction_method,Time
1,2000,256,[0.001 1e-05 1e-07],0,2,32,relu,6360.443701529506,79.75238994243061,28.605731769620785,nan,0.06337694977578556,-0.090167812556053,1.9125494344435492,True,Auto,72.4168770313263
2,2000,256,[0.001 1e-05 1e-07],0,2,32,relu,6530.761443111912,80.81312667575678,28.435269074097967,nan,0.03829638462750018,-0.11935994576143427,1.9079961553648532,True,Auto,73.5711658000946
