epoch,batch_size,lr,dropout,hidden_size,hidden_size,activate function,mse,rmse,mae,mape,r2,r2_adjusted,rmsle,is_standard,Dimensionality_reduction_method
5000,256,[0.01 0.0001 1e-06],0,2,32,relu,11919.835,109.17799,84.17072,35.47753691673279,-0.0373415737577496,-0.0757616320450738,0.4076185,False,None
5000,256,[0.01 0.0001 1e-06],0,2,32,relu,2609.8818,51.087,33.866875,11.23257651925087,0.7728710964035119,0.7644589147888272,0.14702861,False,None
5000,256,[0.01 0.0001 1e-06],0,2,32,relu,11502.11,107.247894,83.760765,37.62902021408081,-0.00098839841610876,-0.03806204280189052,0.41282398,False,None
5000,256,[0.01 0.0001 1e-06],0,2,32,relu,3327.3665,57.68333,36.309227,11.578916758298874,0.7104309170745826,0.699706136225493,0.16078274,False,None
